compound_iso_smiles,affinity
O=C(CSc1ccc(Cl)cc1)N1CCN(c2ccc(Cl)cc2[N+](=O)[O-])CC1,4.800000875
CC(NC(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O)C1CCCO1,5
O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)N1c2ccccc2Sc2ccccc21,5.199998172
CCCCCCCCN1C(=O)[C@H](CC(=O)N2CCC(c3ccccc3)CC2)C[C@@]2(C(=O)OC)CCCCC=C12,4.800000875
Cn1c(=O)c(C(=O)NNC(=O)c2ccc(Br)cc2)c(O)c2ccccc21,4.749999856
Cc1ccc2cc3c(NC(=O)C4CCCO4)nn(CC(C)C)c3nc2c1,5.250001023
O=[N+]([O-])c1ccc(NCc2ccncc2)cc1,5.250001023
COc1ccccc1CNC(=O)CC(c1ccc(C)cc1)N1Cc2ccccc2C1=O,5.250001023
O=C(Nc1cccc(C(F)(F)F)c1)C1Cc2c(-c3ccc(Cl)cc3)ccnc2O1,4.550000452
C/C(=N\c1ccccc1)C1=C(O)SCC1=O,4.949999402
O=C1c2ccccc2C(=O)N1CCc1csc(-c2ccc(F)cc2)n1,4.499999679
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,4.499999679
CN(C)c1ccc(-n2cccc2/C=C/[N+](=O)[O-])cc1,5.250001023
CCCNC(=O)C1(C)CCN(C(=O)/C=C/c2ccccc2)C1,4.450000476
O=C1NCCC/C1=N/Nc1cc(F)ccc1F,4.899998417
COc1ccc(CCNC(=O)c2c(C)nn(-c3ccc(F)cc3)c2-n2cccc2)cc1OC,5.250001023
COc1ccccc1C(=O)COC(=O)COc1cccc2c1OC(C)(C)C2,4.650000221
S=C(NCC1CCCO1)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,4.450000476
CC(C)C[C@H]1CN([C@@H](CC(C)C)CN2CCC[C@@H]2CN2C(=S)NC[C@@H]2Cc2ccc(O)cc2)C(=S)N1CC1CCCCC1,4.450000476
N#C/C(=C\c1ccc(Cl)cc1)C(=O)NC1CC1,4.899998417
CN(C)C(=O)ON=C(N)COc1ccc(C(C)(C)C)cc1,5.54999737
Cc1ccc(-c2cn(S(=O)(=O)c3cccc4nsnc34)nc2N)cc1,4.499999679
CCOC(=O)[C@]12CCC=C1N(Cc1cccc3ccccc13)C(=O)[C@H](CC(=O)N1CCN(C(=O)c3ccco3)CC1)C2,4.650000221
Cc1cc(C)cc(NC(S)=Nc2ccc(Cl)c(Cl)c2)c1,4.450000476
O=C1C=CC(=O)N1Cc1ccccc1,4.749999856
S=C(NCCC(c1ccccc1)c1ccccc1)Nc1ccc(Cl)cc1,4.650000221
Cc1cccc(NC(=O)C2c3ccccc3Oc3ccccc32)n1,4.949999402
Oc1[nH]c2ccccc2c1N=NC(=S)N1CCOCC1,4.450000476
C/N=c1\scc(-c2cccs2)n1/N=C/c1ccc(O)c(O)c1O,4.650000221
CCN(CC)C(=O)c1ccc(NC(=O)Nc2ccccc2F)cc1,5.350003493
OC(C#Cc1ccccc1)(c1ccccc1)c1ccccc1,4.450000476
COc1ccc(NC(=O)C2Cc3c(-c4cccc(F)c4)ccnc3O2)cc1,4.599999383
CCOc1ccc(N2CC(C(=O)NCCc3ccc(F)cc3)CC2=O)cc1,4.550000452
Cc1ccc(C2=N/C(=C/c3cccs3)C(=O)N2Nc2ccccc2)cc1,4.800000875
O=C1C=C(c2ccc(C(=O)O)cc2)C[C@@H](c2ccc3c(c2)OCO3)C1,5.299997603
CCCCCCSc1ccc([C@@H]2[C@@H]3C(=O)N(CC)C(=O)[C@@H]3[C@]3(C(=O)OC)CCCCN23)cc1OC.O=C(O)C(F)(F)F,4.899998417
COc1ccc(C2=NS(=O)(=O)N(C)C(C(=O)N3CCC(C(N)=O)CC3)=C2)cc1,4.499999679
COc1ccc2c(c1)sc(-c1ccc(N3CCCCC3)cc1)[n+]2C,3.927015255
O=C(COC(=O)Cc1ccccc1F)Nc1ccc(F)cc1F,5.250001023
CC1=C(C(=O)N(C)C)CC(CC(=O)NCc2cccc3ccccc23)C(=O)N1Cc1ccccc1,4.650000221
C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@]1(C)[C@@H](OC(C)=O)CC[C@@](C)(C(=O)O)[C@H]1C[C@@H]3O,4.499999679
CCn1c(SCC(=O)Nc2nccs2)nnc1-c1cccnc1,4.450000476
NC(=O)c1sc2nc3c(c(-c4ccco4)c2c1N)CCC3,5
COc1cc(-c2nc3ccc(C)cn3c2NCc2ccccc2)ccc1-c1cccc(Cl)c1.O=C(O)C(F)(F)F,4.450000476
O=C(Cn1ncc2c3ccccc3nc-2c1O)NCCCN1CCN(c2ccccc2)CC1,4.499999679
C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-],5.250001023
COc1cc(C)ccc1OCCOc1c(C)cccc1Cl,4.499999679
CC(C(=O)Nc1nc(-c2ccc(F)cc2)cs1)N1C(=O)C2CC=CCC2C1=O,4.849999245
CCOc1ccc(Cl)cc1-c1cc(C(=O)NCc2cccs2)[nH]n1,4.599999383
CCC(C(=O)ONC(=N)c1ccc(C)cc1)c1ccccc1,4.899998417
Cc1ccc2nc(NC(=O)C3CCN(S(=O)(=O)c4cccc5nsnc45)CC3)sc2c1,4.704699056
Cc1ccc(S(=O)(=O)N2[C@@H](c3ccc(C(C)(C)C)cc3)C(C(=O)O)=CC[C@H]2c2ccc3c(c2)OCO3)cc1,4.650000221
O=C(Cc1ccc(Oc2ccccc2)cc1)NO,4.899998417
CSc1nc2nc(C)cc(-c3ccccc3)n2n1,4.450000476
C1=CCN(c2nc(N3CCOCC3)nc(N3CCCc4ccccc43)n2)CC1,4.700000504
COc1ccc(C2CC2/C(C)=N/OC(=O)c2ccc(F)cc2)cc1,5.149997414
COc1cccc2nc3cc(C)c(C)cc3nc12,5.399996913
Oc1ccccc1N=Nc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,4.450000476
O=C(COC(=O)c1ccc([N+](=O)[O-])s1)Nc1ccccc1,5
O=C(Nc1ccccc1C(F)(F)F)c1nc(S(=O)(=O)Cc2ccccc2F)ncc1Cl,5.149997414
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,4.22184875
COc1ccc(/C=C2/SC(=S)N(CCC(=O)Nc3cccnc3)C2=O)cc1OC,5.250001023
O=c1cc(-c2ccccc2)n(S(=O)(=O)c2ccc3ccccc3c2)o1,4.700000504
Cc1cccc(NC(=S)N(Cc2cccc(Br)c2)CC2CCC(C(=O)O)CC2)c1,4.450000476
O=C(Nc1ccccn1)c1cc2ccccc2o1,4.949999402
O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,4.450000476
Nn1c(Cc2cccc3ccccc23)nnc1SCCOc1ccc(F)cc1,4.800000875
CCOc1ccc(NC(=O)CN(C)C(=O)CCc2nc(O)c3ccccc3n2)cc1OCC,4.499999679
COc1ccc(C2CC(=O)N(Cc3cccc(F)c3)c3ccccc3S2)cc1,4.800000875
C[C@]12c3[nH]c4ccccc4c3CCN1C(=O)C(CC(=O)NCC13C[C@H]4C[C@@H](C1)C[C@@H](C3)C4)C[C@@H]2C(=O)N1CCCCC1,4.499999679
O=S(=O)(NC1CCCCCC1)c1cccc(Cl)c1,4.450000476
N#CC1=C(Nc2ccccc2Cl)SC2(CCCC2)NC1=O,4.700000504
CC(C)Cc1ccc(C(C)C(=O)Nc2cccnc2)cc1,5.299997603
COc1ccc(C(c2nnnn2-c2ccc3c(c2)OCCO3)N2CCC3(CC2)C(=O)NCN3c2ccccc2)cc1,4.499999679
Cc1ccc(-n2c(N)c(C(N)=O)sc2=S)cc1,4.749999856
CN(C)/C=C/C=C/C=C/C1=[N+](C)c2ccccc2C1(C)C.F[B-](F)(F)F,4.899998417
COc1ccc(NC(=O)/C=C/C(=O)O)cc1Cl,4.899998417
COc1ccc(C2CC(=O)Nc3c2c(=O)nc2c(C)cccn32)cc1,4.450000476
O=C(O)C(=O)O.Oc1ccccc1CN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.450000476
N=C(NOC(=O)CCc1ccccc1)c1cccc(Br)c1,4.949999402
Cc1ccc(SCc2cn3cc(Cl)ccc3n2)cc1,4.700000504
COc1ccccc1C1C(C(N)=O)=C(C)Nc2nc(-c3ccccc3Cl)nn21,5.250001023
CCCCCCCCC(c1nc2cc(C)c(C)cc2[nH]1)n1c(=O)c(-c2ccccc2Br)nc2ccccc21,5.250001023
c1ccc(-c2sc3ccccc3c2-c2ccc(OCCN3CCCC3)cc2)cc1,4.450000476
O=C(CN1CCN(C(=O)C2COc3ccccc3O2)CC1)Nc1ccccc1,4.450000476
Cc1c(C(=O)/C=C/N(C)C)nnn1-c1ccc(Cl)cc1Cl,5.399996913
CCc1ccc2c(c1)C1(NN=C(c3ccc(C)cc3)S1)C(=O)N2,4.450000476
CCCCCCCCCCCCCCCCCCNc1ccn(C2OC(COP(=O)(O)OCC3OC(n4cc(F)c(=O)[nH]c4=O)CC3O)C(O)C2O)c(=O)n1,4.450000476
CN(C)/C=C/C(=O)c1ccc(Br)s1,4.450000476
COC(=O)c1ccc(Cl)c(NC(=O)CN(c2ccc3c(c2)OCO3)S(C)(=O)=O)c1,4.450000476
Cc1cc(C)cc(N(CCC#N)C(=O)CSC2=Nc3ccccc3C3CC=NN23)c1,4.800000875
COc1ccc(C(O)c2nc(-c3ccc(C)c(C)c3)cs2)cc1,5
Cc1[nH]c2ccccc2c1/C=N/NC(=S)NCc1ccccc1,4.450000476
COc1cc(/C=N/Nc2ccc(Cl)nn2)cc(OC)c1O,4.599999383
CC[N+]1(C)CCC(O)(/C=C/c2ccccc2)C(C(=O)/C=C/c2ccccc2)C1.[Br-],4.499999679
COc1cccc(C(=O)O/N=C(\N)Cc2ccc(Cl)cc2)c1,5.099999035
COc1ccc(C(=O)NC(=S)NNC(=O)c2c(-c3ccccc3)noc2C)cc1OC,4.700000504
CC(O)(c1ccc(F)c(F)c1)c1nc(-c2cc(F)cc(F)c2)cs1,4.450000476
COc1ccccc1N1CCN(CCN(C(=O)c2ccc(F)cc2)c2ccccn2)CC1.Cl,4.849999245
O=C(CC(Nc1ccccc1Cl)C(=O)O)c1ccccc1,4.550000452
CC(C)COc1ccc(-c2cc(C(=O)NN)[nH]n2)cc1,5.250001023
CSc1cccc(NC(=O)C2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c1,4.949999402
COc1ccc2cc(C(=O)N/N=C/c3sc4ccccc4c3O)ccc2c1,5
CCCCCNC(=O)C(C1CC1)n1c(=O)c(-c2cc3ccccc3[nH]2)nc2ccccc21,4.899998417
COC(=O)c1ccc2c(c1)C(C)(C)C(/C=C/c1ccc(O)cc1)=[N+]2C.[I-],4.949999402
S=C(NCCCc1ccccc1)Nc1ccc(Br)cc1,4.450000476
Cn1cnc(S(=O)(=O)N2CCCCC2c2cc(C(=O)NCc3ccc(F)cc3)no2)c1,5.499996932
Cc1ccc(C(=O)N2CCCCC2)cc1S(=O)(=O)N1CCCCCC1,5.199998172
Cc1cccc(C(=O)Nc2ccccc2NC(=O)c2cccc(C)c2)c1,4.899998417
Nc1ccc(/C=C/C=C2\C(=O)Nc3ccccc32)cc1,7.348721986
CCOc1ccc(Br)cc1CNc1ccc2c(c1)OCCO2,5.050000457
OC[C@@H]1[C@@H](c2ccccc2)C(c2ccccc2)=NN1c1ccccc1,4.899998417
Oc1c(Cl)cc(Cl)cc1/C=N/Nc1ncc(Br)cn1,6
O=C(COc1ccccc1)Nc1nnc(C23CC4CC(CC(C4)C2)C3)s1,4.700000504
CCCCC[C@H](C)N1C[C@H](COCc2ccccc2)Oc2cc(N3CC[C@H](N(C)C)C3)ccc2S1(=O)=O,4.450000476
Cc1cc(=O)oc2cc(OC(C)C)ccc12,5.450004148
COc1ccc(-c2c(-c3ccccc3OC)oc3ccccc23)cn1,5.199998172
O=C(NCCc1c[nH]c2ccc(Cl)cc12)c1ccc(Cc2cccc(F)c2)cc1F,7.568636236
CCOC(=O)N1CCN(S(=O)(=O)c2cccc3nonc23)CC1,4.550000452
O=c1c2ccccc2oc2cc(Br)ccc12,5.050000457
O=C1c2ccccc2[C@@H]2C[C@@H](O)[C@H](Nc3ccccc3)CCN12,5.250001023
c1ccc(-c2cccc(-c3ccccn3)n2)nc1,4.450000476
COC(C#CCCN(C)C)(c1ccccc1)c1ccccc1.Cl,4.650000221
CC1CCCC(NS(=O)(=O)c2ccc3c(c2)OCCO3)C1C,5.450004148
COc1ccc(C2CC(c3cccs3)=Nc3ccccc3S2)cc1,4.800000875
COc1ccccc1-c1sc2cc3c(cc2c1-c1ccc(OCCN2CCOCC2)cc1)OCO3,4.650000221
O=C(CSc1ccsc1[N+](=O)[O-])NC1CCCC1,4.450000476
CN(c1ccc(Br)cc1)S(=O)(=O)c1ccc2ncc(C(=O)NCCN3CCOCC3)c(O)c2c1,4.450000476
COc1cccc(C(=O)Oc2cc3c4c(c2)C(C)=CC(C)(C)N4C(=O)C3=O)c1,4.650000221
CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(/C=C/c4cnc(Nc5cc(N6CCNCC6)nc(C)n5)cn4)c3)cc2C(F)(F)F)CC1.O=C(O)C(F)(F)F,4.450000476
CC[C@@H](C)[C@H](CNC)NC[C@@H](Cc1cccc2ccccc12)NCCc1cccc(C(F)(F)F)c1,4.650000221
Cn1c(=O)c2cc3ccccc3nc2n(C)c1=O,4.650000221
CCC1CCCCN1S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCC3)cc1,5.299997603
C#Cc1cccc(Nc2nc(NCc3ccccc3OC)nc3ccsc23)c1,4.450000476
CCCOc1ccc(/C=N/c2ccc(OC)c(S(=O)(=O)N3CCOCC3)c2)c(O)c1,4.700000504
CCCSc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccccc1,4.450000476
CC/C(NCCc1ccccc1)=C1/C(=O)NC(=O)N(C2CCCCC2)C1=O,5.350003493
C/C(=N/NC(=O)c1ccc(C(C)(C)C)cc1)c1ccccn1,4.899998417
OC(c1ccc(F)cc1)c1nc(-c2cnc3ccccc3c2)cs1,4.749999856
CS(=O)(=O)Nc1ccc(-c2ccc3nccn3c2)cc1,5.250001023
O=C(NC(c1ccccc1)c1ccccc1)c1ccc(CO)cc1,5.250001023
COc1ccc(-c2cnc3c(NC(C)=O)cc(-c4cccc(C(=O)NCCN(C)C)c4)cn23)cc1OC,5.399996913
CCOC(=O)[C@@H]1[C@H]2COc3ccc(Br)cc3[C@@H]2N2C(=O)N(c3ccccc3)C(=O)[C@@]12C,4.450000476
Cc1nc(-c2ccc(S(=O)(=O)N3CCN(c4cc(Cl)ccc4C)CC3)cc2)co1,5.499996932
CC(C)(C)CC(C)(C)NC(=O)Nc1cccc([N+](=O)[O-])c1,4.499999679
O=C(c1ccc(Sc2cccc(Cl)c2)c([N+](=O)[O-])c1)N1CCN(c2ccccn2)CC1,4.899998417
CCCCc1ccc(S(=O)(=O)NC(=O)C2(C)CCN2C(=O)C/C=C/c2ccccc2)cc1,4.700000504
Cl.O=C(/C=C/c1cccc(OCc2ccccc2)c1)c1cccnc1,4.899998417
COc1ccc(CN2CCNC(=O)C2CC(=O)NCc2csc(C)n2)c(F)c1,5.199998172
Cc1nc2scc(C)n2c(=O)c1S(=O)(=O)Nc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,4.499999679
Cc1cccc(OC(C)C(=O)N2CCc3ccccc3C2)c1,5.499996932
CCOc1ccccc1OCCCC(=O)N1CCN(S(=O)(=O)c2ccc(C)cc2C)CC1,4.450000476
O=C(Nc1cc(Cl)cc(Cl)c1)c1cccc(OC(F)F)c1,4.700000504
CC(C)OC(=O)C(C(=O)C(F)(F)F)c1cc(NS(=O)(=O)c2ccc3ccccc3c2)c2ccccc2c1O,4.650000221
N=C(NOC(=O)c1ccccc1)C(Cc1ccccc1)C(=O)NOC(=O)c1ccccc1,4.700000504
COc1ccc(-c2ccc(N(C)C)cc2)cc1[C@H]1[C@H]2C=CC[C@@H](C)[C@@H]2C(=O)N1Cc1ccccc1,5.250001023
CC(C)c1ccc(S(=O)(=O)/N=C2/C=C(Sc3nc[nH]n3)C(=O)c3ccccc32)cc1,4.450000476
COc1ccc(C(C)(O)c2nc(-c3cccc(C#N)c3)cs2)cc1,4.650000221
Cc1ccc(C2=Nc3ccccc3N=C(C(Cl)Cl)C2)cc1,4.800000875
CC(C)Nc1nc(NCCOc2ccccc2)c2sccc2n1,4.499999679
COc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(Cl)cc3)N2S(=O)(=O)c2ccccc2C)cc1,4.450000476
Cc1cc(Br)cn2c(CC(=O)N3CCCCC3)c(-c3ccc(F)cc3)nc12,4.599999383
Cc1ccsc1/C=N/Nc1ccc(F)cc1F,4.450000476
CCN(CC)CCC(C)OC(c1ccccc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,5.250001023
Cc1ccc(O)c(NC(=O)Cc2ccc3ccccc3c2)c1,4.700000504
Cc1nc(N2CCN(c3ccccn3)CC2)c2c(C)c(C(=O)Nc3ccc(F)cc3F)sc2n1,4.700000504
CCC(C)c1ccc(NC(=O)Nc2cnccn2)cc1,5.250001023
O=C(/C=C/c1ccccc1)c1cc(Br)ccc(=O)c1O,4.450000476
O=[N+]([O-])c1ccc2c(c1)Sc1cc(Br)ccc1N2,6.503347061
CC(=O)c1cc(NC(=O)c2cccc(C(F)(F)F)c2)c(=O)oc1C,4.899998417
Cc1cc(C)c(S(=O)(=O)NCCc2ccccc2)c(C)c1,4.700000504
,5.499996932
O=[N+]([O-])c1c(C(Cl)Cl)nn(-c2ccccc2)c1N1CCCC1,5
COC(=O)c1ccc2nc(-c3ccco3)c(Cc3ccc(C)cc3)n2c1,4.949999402
O=C(Nc1ccc(Cl)cc1)C(Cl)C(=O)c1ccccc1,4.749999856
O=C(Nc1ccc(NC(=O)c2cccs2)cc1)c1ccc2c(c1)OCCO2,4.450000476
CC(NC(=O)/C(C#N)=C/c1ccc([N+](=O)[O-])o1)c1ccccc1,5.850011544
CCOC(=O)C(=Cc1ccc(Br)cc1)C(=O)OCC,5
COc1ccccc1Oc1c(C)oc2cc(OC(=O)N(C)C)ccc2c1=O,4.499999679
COc1cccc(CN2C(=O)/C(=C\C=C\c3ccc([N+](=O)[O-])cc3)c3ccccc32)c1,8.420216403
C=CCn1c(O)c(N=NC(=S)Nc2cccc(OC)c2)c2ccccc21,4.650000221
Cc1ccc(C(=O)/C=C/N(C)C)cn1,4.849999245
O=C(Cn1c(=O)oc2ccccc21)Nc1ccc(Br)cc1,5.450004148
Cc1ccc2nc(-c3ccccn3)c(N)n2c1,4.899998417
CC(=O)c1ccc(OCc2cc(C(=O)N3CCCCC3c3cccnc3)no2)cc1,4.899998417
CCOC(=O)[C@]12CCCC=C1N(Cc1ccccc1)C(=O)[C@H](CC(=O)NCCCCc1ccccc1)C2,4.450000476
Cc1c(C(=O)N2CC(C)OC(C)C2)oc2ccccc12,4.550000452
Clc1cccc(N2Cc3ccccc3-n3nncc3C2)c1,4.450000476
CC(Oc1cccc(Br)c1)C(=O)NNC(=O)c1ccccn1,4.550000452
OC(c1ccccc1)(c1nc(-c2cccc(C(F)(F)F)c2)cs1)C(F)(F)F,4.700000504
CCOCCCNCc1ccc(OC)c(OC)c1.O=C(O)C(=O)O,5.399996913
S=C(NCCCc1cnc[nH]1)NCCCN(CCc1ccc(Cl)cc1)c1ccc(Br)cn1,4.650000221
CN(C)c1ccc(/C=C\C=C/c2ccnc3ccccc23)cc1,5
Cc1ccc(CC2(C)C(=O)Nc3c(Cl)ccc(Cl)c32)cc1,4.749999856
O=C(CCSc1ccc(Cl)cc1)Nc1cccnc1,5.250001023
CCCCOc1ccc(CNC(=O)CN2CCSc3ccccc32)cc1,4.550000452
Cc1ccc2c(c1)C(Nc1ccc(OCCN(C)C)cc1)c1ccccc1CS2.O=C(O)/C=C\C(=O)O,4.650000221
CCSc1nnc(NC(=O)C(CC)(C(F)(F)F)C(F)(F)F)s1,4.749999856
CCCCCCCCCCS(=O)(=O)N/N=C/c1ccc(O)cc1,4.749999856
CC(C(=O)Nc1cccc([N+](=O)[O-])c1)N1C(=O)NC2(CCCC2)C1=O,5.250001023
Cc1ccc(C)c(S(=O)(=O)N(C(=O)c2ccncc2)c2ccc(OC(=O)c3ccncc3)cc2)c1,5.199998172
O=C1C=CC(=O)N1CCCCCCN1C(=O)C=CC1=O,5.199998172
COc1ccc(/C=C/c2cccc(NC(=O)c3ccccc3)c2)cc1,6.744727495
Cc1ccc(-c2csc(C(C)(O)c3ccc(F)c(F)c3)n2)cc1C,4.450000476
CC1(C(=O)O)C2CCC(O2)C1(C)C(=O)O,5.336214297
COc1ccccc1-c1c[nH]nc1-c1ccc(OCc2ccc(F)cc2)cc1O,4.450000476
c1ccc(-c2oc3ncnc(NCCCn4ccnc4)c3c2-c2ccccc2)cc1,4.650000221
CCCC[n+]1c(/C=C/c2ccc(N(C)C)cc2)sc2ccccc21,5.199998172
CC(=O)c1cn(CC(=O)NCc2ccc3c(c2)OCO3)c2ccccc12,4.499999679
COc1ccc(C(=N)NOC(=O)c2cccs2)cc1,4.800000875
C/C(=N\Nc1ccc(Cl)c(Cl)c1)c1ccc(-n2ccnc2)cc1,4.450000476
CC(C)N(C(=O)[C@H]1CC(CC(=O)NCCC2=CCCCC2)C(=O)N2CCc3c([nH]c4ccccc34)[C@]12C)C(C)C,4.800000875
CCSc1nc2c([nH]c3ccccc32)c(=O)n1-c1cccc(OC)c1,5
CC(C)(C)c1ccc(C(=O)CCC(=O)NCc2ccccc2)cc1,4.550000452
Nc1ccc(-c2cc3ccccc3[nH]2)cc1,4.499999679
Cc1ccc(OCC(O)Cn2c3ccccc3c3ccccc32)cc1,4.450000476
CCOc1ccccc1NC(=O)CSc1nc2cc(O)ccc2c(=O)n1-c1ccc(OC)c(OC)c1,4.450000476
CCC[C@@H](CN1CCC[C@H]1CN1C(N)=NC[C@@H]1Cc1ccccc1)N1C[C@@H](Cc2ccccc2)N(CCc2ccc(Cl)c(Cl)c2)C1=N,4.450000476
Cc1ccccc1NC1=C/C(=N\S(=O)(=O)c2ccc(C(=O)O)cc2)c2ccccc2C1=O,4.800000875
Cc1ccc(NC(=O)c2cc(N3C(=O)C=CC3=O)ccc2N2CCOCC2)cc1Cl,5.299997603
CCN1C(=O)C(CC(=O)NCCc2ccccc2)N(NC(=O)c2ccc(Br)cc2)C1=S,5.250001023
Cc1ccc(S(=O)(=O)Nc2cccc3c2O[C@H](CN(C)Cc2ccccc2)[C@@H](C)CN([C@H](C)CO)C3=O)cc1,4.499999679
Cc1ccc(N2C(=O)CSC23C(=O)N(CC(=O)NC2CCCCC2)c2ccccc23)cc1C,4.450000476
CCCCN1C(=O)NC(=O)/C(=C(/CC)Nc2ccc(C(=O)O)cc2)C1=O,4.499999679
CCCCN1C(=O)C(C(=O)OCc2ccccc2)CC2=C1CCCC2=O,4.450000476
Cc1ccnc2c1ccc1cccnc12,4.499999679
COc1ccc(C(=O)CSC#N)cc1OC,4.499999679
CC(=NNc1nc2ccccc2s1)c1ncccn1,5.149997414
COc1cccc(-c2onc3ccc(C(=O)/C=C/N(C)C)cc23)c1,4.599999383
CCOc1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)C1CCCC1,4.499999679
O=C(C[n+]1ccccc1)N/N=C/c1cccc(Cl)c1Cl.[Cl-],5.399996913
Cc1ccc(/C=C/C(=O)OCn2nnc3ccccc3c2=O)o1,4.599999383
CCCCCc1c(-c2ccc(Br)cc2)ncn1CCc1ccccc1OC.O=C(O)C(F)(F)F,4.450000476
OC(c1ccc(Cl)c(Cl)c1)c1nc(-c2ccccc2Cl)c[nH]1,4.849999245
CCOC(=O)C1CCCN(C(=O)c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C1,5
COc1ccc(C(=O)/C=C2/C(=O)Nc3ccccc32)cc1,4.749999856
O=C(Cc1ccc(-c2ccccc2)cc1)NCc1ccccc1,4.800000875
CC(C)(C)[S+]([O-])N1Cc2cc(C(=O)NCc3ccc(Oc4ccccc4)cc3)nc(-c3cccc(-c4cc5ccccc5o4)c3)c2[C@@H]1CCO,4.899998417
COCC(=O)N1C[C@@H](C)[C@@H](OC)CN(C)C(=O)c2ccc(NC(=O)c3cnccn3)cc2OC[C@H]1C,5.350003493
O=C(Nc1ccc(F)c(Cl)c1)C1Cc2c(-c3cccc(F)c3)ccnc2O1,4.550000452
O=C(CSc1cn(CCNC(=O)c2ccccc2)c2ccccc12)NCc1ccco1,4.499999679
CCc1c(C)sc(NC(=O)c2ccoc2C)c1C(N)=O,4.650000221
CCCNC(=O)c1nnsc1[S+]([O-])c1ccc(Cl)cc1,4.949999402
CC(C)(C)c1cc(C(=O)NNc2cccc(Cl)c2)n(Cc2ccccc2)n1,4.800000875
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5.346787486
CC(C)(C)n1nnnc1C(c1ccccc1OC(F)(F)F)N1CCC(n2c(O)nc3ccccc32)CC1,4.800000875
Cc1ccc(C(=O)/C=C/C(=O)O)cc1,5.499996932
O=C(c1ccc(Cl)cc1)N1CCC(O)(CSc2ccc(Cl)cc2Cl)CC1,4.749999856
COc1ccc(-c2cc(-c3c(O)c(OC)c4occc4c3OC)[nH]n2)cc1OC,4.499999679
Cc1ccc(C(=O)CSc2nnnn2-c2ccccc2)o1,4.450000476
CCN(c1cccc(C(F)(F)F)c1)S(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CC1,4.450000476
COC(=O)[C@]12CCCCC=C1N(CCC1=CCCCC1)C(=O)[C@H](CC(=O)NCc1cccs1)C2,4.949999402
O=C(Oc1c(-c2ccccc2)c(=O)n2c3c(cccc13)CC2)c1cccc([N+](=O)[O-])c1,5.599997654
COc1cc(C)c(S(=O)(=O)NOCc2ccccc2)c(C)c1C,4.749999856
CC[C@@H](C)[C@H](NC(=O)OC(C)(C)C)c1nnc(S(=O)(=O)Cc2cc(C)ccc2C)o1,4.450000476
COc1cccc(/C=N/NC(=O)C(=O)NCc2ccco2)c1O,4.700000504
CC1(c2nnc(-c3ccccc3)o2)CC(c2ccccc2)=NO1,4.849999245
CCCCCn1c(CCCNC(=O)c2cccs2)nc2ccccc21,4.499999679
Oc1nc(S)nc2c1C(c1ccc(Cl)cc1)OC(C1CCCCC1)C2,5.499996932
O=C(Nc1ccccc1N1CCOCC1)c1cccc(F)c1,4.700000504
O=C1C=CC(=O)N1CCNc1ncc(C(F)(F)F)cc1Cl,5.299997603
COc1ccc(/C=C2/CCC(CN3CCOCC3)C2=O)cc1.Cl,5.350003493
CCS(=O)(=O)c1ccc2oc(Nc3ccc(C(C)C)cc3)nc2c1,4.599999383
Cc1cc(C)cc(OCC(=O)OCC(=O)c2cc(C)n(C3CC3)c2C)c1,4.899998417
Brc1ccc2nc(SCCOc3ccccc3)[nH]c2c1,5.250001023
CN(C)c1ccc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1.[O-][Cl+3]([O-])([O-])[O-],4.650000221
CCOC(=O)CNC(=O)C1CCCCC1,4.599999383
CCCCCCCCN1C(=O)[C@H](CC(=O)NCCc2ccccc2OC)C[C@@]2(C(=O)OC)CCCCC=C12,4.650000221
Cc1ccsc1/C=N/Nc1ncc(Cl)cc1Cl,5.099999035
